hh_id,person_id,is_head_of_household,married,gender,race,age,voted_in_2012,is_college_graduate,adult,hh_type,hh_income,is_urban,is_owner_of_home,tercile_of_census_tract_income,is_registered_democrat
2127,4480,1,Single,Female,White,32,1,1,1,unmarried_couple,117400,1,0,Top,1
2127,4481,0,Single,Male,White,30,1,1,1,unmarried_couple,117400,1,0,Top,0
2128,4482,1,Single,Female,Asian,34,1,0,1,unmarried_couple,110600,0,0,Top,1
2128,4483,0,Single,Male,Black,31,1,0,1,unmarried_couple,110600,0,0,Top,1
2128,4484,0,Single,Female,Asian,4,0,1,0,unmarried_couple,110600,0,0,Top,0
2128,4485,0,Single,Male,Asian,5,0,1,0,unmarried_couple,110600,0,0,Top,0
2129,4486,1,Single,Male,White,31,0,1,1,single_Male_head_of_household,54700,1,0,Middle,1
2130,4487,1,Married,Female,White,34,0,0,1,married_couple,87000,1,1,Top,1
2130,4488,0,Married,Male,White,31,1,1,1,married_couple,87000,1,1,Top,1
2130,4489,0,Single,Male,White,7,0,1,0,married_couple,87000,1,1,Top,0
2131,4490,1,Single,Female,White,25,1,0,1,unmarried_couple,94600,0,0,Middle,0
2131,4491,0,Single,Male,White,34,0,1,1,unmarried_couple,94600,0,0,Middle,1
2131,4492,0,Single,Male,White,7,0,1,0,unmarried_couple,94600,0,0,Middle,0
2132,4493,1,Single,Female,White,33,1,0,1,single_Female_head_of_household,52400,1,0,Bottom,0
2133,4494,1,Married,Female,White,32,0,1,1,married_couple,87000,1,1,Top,0
2133,4495,0,Married,Male,Asian,26,1,1,1,married_couple,87000,1,1,Top,0
2134,4496,1,Single,Male,White,29,1,1,1,single_Male_head_of_household,50400,0,0,Top,1
2135,4497,1,Single,Female,White,27,0,0,1,unmarried_couple,117600,0,0,Top,0
2135,4498,0,Single,Male,Black,30,1,1,1,unmarried_couple,117600,0,0,Top,0
2135,4499,0,Single,Male,White,7,0,1,0,unmarried_couple,117600,0,0,Top,0
2136,4500,1,Single,Male,Asian,33,0,1,1,single_Male_head_of_household,47000,0,0,Top,0
2136,4501,0,Single,Female,Asian,4,0,1,0,single_Male_head_of_household,47000,0,0,Top,0
2136,4502,0,Single,Male,Asian,5,0,1,0,single_Male_head_of_household,47000,0,0,Top,0
2137,4503,1,Single,Female,White,32,1,1,1,unmarried_couple,101200,1,0,Bottom,1
2137,4504,0,Single,Male,White,32,1,1,1,unmarried_couple,101200,1,0,Bottom,1
2138,4505,1,Single,Female,White,30,1,1,1,unmarried_couple,97600,1,0,Bottom,0
2138,4506,0,Single,Male,White,27,1,1,1,unmarried_couple,97600,1,0,Bottom,0
2139,4507,1,Married,Female,White,32,0,1,1,married_couple,111600,1,1,Top,0
2139,4508,0,Married,Male,White,34,1,1,1,married_couple,111600,1,1,Top,1
2139,4509,0,Single,Female,White,7,0,1,0,married_couple,111600,1,1,Top,0
2140,4510,1,Single,Female,White,30,1,1,1,unmarried_couple,98600,1,0,Top,1
2140,4511,0,Single,Male,Black,34,0,1,1,unmarried_couple,98600,1,0,Top,0
2141,4512,1,Single,Female,White,29,0,0,1,unmarried_couple,111800,0,0,Middle,1
2141,4513,0,Single,Male,Black,32,1,1,1,unmarried_couple,111800,0,0,Middle,1
2142,4514,1,Single,Female,White,31,0,1,1,unmarried_couple,110800,0,0,Top,1
2142,4515,0,Single,Male,White,33,1,1,1,unmarried_couple,110800,0,0,Top,0
2142,4516,0,Single,Female,White,5,0,1,0,unmarried_couple,110800,0,0,Top,0
2142,4517,0,Single,Male,White,4,0,1,0,unmarried_couple,110800,0,0,Top,0
2143,4518,1,Single,Male,White,31,1,1,1,single_Male_head_of_household,49600,0,0,Top,0
2144,4519,1,Single,Male,Asian,33,1,1,1,single_Male_head_of_household,45900,1,0,Middle,0
2145,4520,1,Single,Male,White,25,0,1,1,single_Male_head_of_household,49500,1,0,Top,0
2146,4521,1,Single,Male,White,31,1,1,1,single_Male_head_of_household,53800,1,0,Top,0
2146,4522,0,Single,Male,White,7,0,1,0,single_Male_head_of_household,53800,1,0,Top,0
2147,4523,1,Single,Male,Asian,32,0,1,1,single_Male_head_of_household,34300,1,0,Top,0
2148,4524,1,Single,Male,White,30,0,1,1,single_Male_head_of_household,52700,1,0,Top,0
2149,4525,1,Single,Male,Asian,31,1,1,1,single_Male_head_of_household,41600,1,0,Bottom,1
2150,4526,1,Single,Male,Asian,30,1,1,1,single_Male_head_of_household,53100,1,0,Middle,0
2151,4527,1,Single,Male,White,30,0,0,1,single_Male_head_of_household,51900,1,0,Top,1
2151,4528,0,Single,Male,White,3,0,1,0,single_Male_head_of_household,51900,1,0,Top,0
2152,4529,1,Single,Female,White,32,0,1,1,single_Female_head_of_household,59400,0,0,Top,1
2152,4530,0,Single,Male,White,3,0,0,0,single_Female_head_of_household,59400,0,0,Top,0
2153,4531,1,Single,Female,Asian,29,1,1,1,single_Female_head_of_household,50400,1,0,Middle,0
2154,4532,1,Single,Female,White,31,1,0,1,unmarried_couple,112200,1,0,Middle,1
2154,4533,0,Single,Male,White,27,0,1,1,unmarried_couple,112200,1,0,Middle,1
2154,4534,0,Single,Male,White,4,0,1,0,unmarried_couple,112200,1,0,Middle,0
2155,4535,1,Single,Female,White,34,0,0,1,single_Female_head_of_household,50300,1,0,Top,0
2155,4536,0,Single,Female,White,3,0,1,0,single_Female_head_of_household,50300,1,0,Top,0
2156,4537,1,Single,Female,White,32,1,1,1,unmarried_couple,104400,1,0,Top,1
2156,4538,0,Single,Male,White,30,1,1,1,unmarried_couple,104400,1,0,Top,1
2156,4539,0,Single,Female,White,6,0,1,0,unmarried_couple,104400,1,0,Top,0
2156,4540,0,Single,Female,White,5,0,1,0,unmarried_couple,104400,1,0,Top,0
2157,4541,1,Married,Female,White,32,0,0,1,married_couple,88800,1,1,Top,1
2157,4542,0,Married,Male,White,28,1,1,1,married_couple,88800,1,1,Top,1
2157,4543,0,Single,Female,White,2,0,0,0,married_couple,88800,1,1,Top,0
2158,4544,1,Single,Female,Black,32,0,0,1,unmarried_couple,84400,0,0,Bottom,1
2158,4545,0,Single,Male,Asian,29,0,1,1,unmarried_couple,84400,0,0,Bottom,1
2158,4546,0,Single,Male,Black,6,0,1,0,unmarried_couple,84400,0,0,Bottom,0
2158,4547,0,Single,Male,Black,6,0,1,0,unmarried_couple,84400,0,0,Bottom,0
2159,4548,1,Married,Female,White,29,0,1,1,married_couple,75200,1,1,Top,0
2159,4549,0,Married,Male,Black,30,1,1,1,married_couple,75200,1,1,Top,0
2160,4550,1,Single,Male,White,30,1,0,1,single_Male_head_of_household,50800,0,0,Top,0
2161,4551,1,Single,Male,White,31,1,1,1,single_Male_head_of_household,48100,0,0,Top,0
2162,4552,1,Single,Male,Black,34,0,1,1,single_Male_head_of_household,44000,0,0,Top,1
2163,4553,1,Single,Female,Black,32,0,0,1,unmarried_couple,91800,1,0,Top,0
2163,4554,0,Single,Male,White,32,0,1,1,unmarried_couple,91800,1,0,Top,0
2164,4555,1,Single,Female,Asian,32,1,0,1,unmarried_couple,101400,1,0,Top,1
2164,4556,0,Single,Male,White,26,0,1,1,unmarried_couple,101400,1,0,Top,0
2164,4557,0,Single,Female,Asian,6,0,1,0,unmarried_couple,101400,1,0,Top,0
2165,4558,1,Single,Female,Asian,30,1,0,1,unmarried_couple,119200,0,0,Bottom,0
2165,4559,0,Single,Male,White,32,1,1,1,unmarried_couple,119200,0,0,Bottom,1
2166,4560,1,Single,Male,White,26,1,1,1,single_Male_head_of_household,53900,1,0,Top,0
2167,4561,1,Single,Female,White,26,0,1,1,unmarried_couple,84000,0,0,Top,0
2167,4562,0,Single,Male,White,31,1,1,1,unmarried_couple,84000,0,0,Top,0
2168,4563,1,Single,Male,Black,32,1,1,1,single_Male_head_of_household,53900,0,0,Top,1
2169,4564,1,Single,Female,Asian,29,0,1,1,unmarried_couple,93200,1,0,Middle,1
2169,4565,0,Single,Male,White,30,0,1,1,unmarried_couple,93200,1,0,Middle,1
2169,4566,0,Single,Female,Asian,6,0,0,0,unmarried_couple,93200,1,0,Middle,0
2169,4567,0,Single,Female,Asian,6,0,0,0,unmarried_couple,93200,1,0,Middle,0
2170,4568,1,Single,Female,Black,32,1,1,1,unmarried_couple,111400,0,0,Bottom,1
2170,4569,0,Single,Male,Black,33,0,0,1,unmarried_couple,111400,0,0,Bottom,0
2171,4570,1,Married,Female,White,26,0,1,1,married_couple,87400,1,1,Bottom,0
2171,4571,0,Married,Male,White,30,1,1,1,married_couple,87400,1,1,Bottom,1
2172,4572,1,Married,Female,White,31,1,1,1,married_couple,103000,1,1,Middle,1
2172,4573,0,Married,Male,Black,34,1,0,1,married_couple,103000,1,1,Middle,0
2173,4574,1,Single,Female,White,30,0,1,1,single_Female_head_of_household,48000,1,0,Middle,0
2173,4575,0,Single,Male,White,3,0,1,0,single_Female_head_of_household,48000,1,0,Middle,0
2174,4576,1,Married,Female,White,28,0,1,1,married_couple,93400,1,1,Bottom,1
2174,4577,0,Married,Male,White,30,1,0,1,married_couple,93400,1,1,Bottom,0
2174,4578,0,Single,Male,White,6,0,1,0,married_couple,93400,1,1,Bottom,0
2175,4579,1,Married,Female,Asian,33,1,0,1,married_couple,103600,1,1,Bottom,1
2175,4580,0,Married,Male,Asian,28,0,1,1,married_couple,103600,1,1,Bottom,1
2176,4581,1,Single,Male,White,32,1,0,1,single_Male_head_of_household,42500,0,0,Middle,0
2177,4582,1,Single,Male,White,30,0,1,1,single_Male_head_of_household,44500,0,0,Top,0
2178,4583,1,Single,Male,White,25,1,1,1,single_Male_head_of_household,46800,1,0,Bottom,1
2179,4584,1,Married,Female,White,34,0,1,1,married_couple,92000,1,1,Top,1
2179,4585,0,Married,Male,Black,34,0,0,1,married_couple,92000,1,1,Top,0
2179,4586,0,Single,Female,White,6,0,1,0,married_couple,92000,1,1,Top,0
2179,4587,0,Single,Male,White,3,0,0,0,married_couple,92000,1,1,Top,0
2180,4588,1,Single,Female,White,30,1,1,1,unmarried_couple,98000,1,0,Top,0
2180,4589,0,Single,Male,Asian,29,0,1,1,unmarried_couple,98000,1,0,Top,0
2181,4590,1,Married,Female,White,34,1,0,1,married_couple,100600,0,1,Top,0
2181,4591,0,Married,Male,White,31,1,1,1,married_couple,100600,0,1,Top,0
2182,4592,1,Single,Female,White,33,1,1,1,unmarried_couple,99400,1,0,Top,0
2182,4593,0,Single,Male,Black,34,0,1,1,unmarried_couple,99400,1,0,Top,1
2182,4594,0,Single,Female,White,2,0,0,0,unmarried_couple,99400,1,0,Top,0
2182,4595,0,Single,Male,White,7,0,1,0,unmarried_couple,99400,1,0,Top,0
2183,4596,1,Married,Female,Asian,29,0,1,1,married_couple,126600,1,1,Top,0
2183,4597,0,Married,Male,White,27,1,1,1,married_couple,126600,1,1,Top,0
2183,4598,0,Single,Male,Asian,7,0,1,0,married_couple,126600,1,1,Top,0
2184,4599,1,Married,Female,Asian,26,0,1,1,married_couple,89600,0,1,Top,0
2184,4600,0,Married,Male,Asian,34,1,1,1,married_couple,89600,0,1,Top,1
2184,4601,0,Single,Female,Asian,3,0,1,0,married_couple,89600,0,1,Top,0
2184,4602,0,Single,Male,Asian,7,0,1,0,married_couple,89600,0,1,Top,0
2185,4603,1,Married,Female,White,30,0,1,1,married_couple,108800,0,1,Top,0
2185,4604,0,Married,Male,White,31,1,0,1,married_couple,108800,0,1,Top,0
2186,4605,1,Married,Female,White,33,1,0,1,married_couple,104400,1,1,Top,0
2186,4606,0,Married,Male,White,31,0,1,1,married_couple,104400,1,1,Top,0
2187,4607,1,Single,Female,Asian,34,0,1,1,unmarried_couple,97000,0,0,Top,1
2187,4608,0,Single,Male,White,33,0,1,1,unmarried_couple,97000,0,0,Top,0
2187,4609,0,Single,Female,Asian,7,0,0,0,unmarried_couple,97000,0,0,Top,0
2187,4610,0,Single,Male,Asian,3,0,0,0,unmarried_couple,97000,0,0,Top,0
2188,4611,1,Single,Female,White,31,0,1,1,unmarried_couple,91600,1,0,Top,0
2188,4612,0,Single,Male,Asian,33,0,1,1,unmarried_couple,91600,1,0,Top,0
2189,4613,1,Single,Male,Asian,30,0,0,1,single_Male_head_of_household,52200,0,0,Top,0
2190,4614,1,Single,Male,White,25,0,1,1,single_Male_head_of_household,57300,1,0,Top,0
2191,4615,1,Single,Male,White,29,1,1,1,single_Male_head_of_household,43500,1,0,Top,0
2192,4616,1,Single,Female,Asian,33,0,0,1,unmarried_couple,98400,1,0,Bottom,0
2192,4617,0,Single,Male,White,30,1,0,1,unmarried_couple,98400,1,0,Bottom,1
2192,4618,0,Single,Male,Asian,7,0,0,0,unmarried_couple,98400,1,0,Bottom,0
2193,4619,1,Married,Female,Asian,25,1,1,1,married_couple,106400,1,1,Bottom,1
2193,4620,0,Married,Male,White,27,1,1,1,married_couple,106400,1,1,Bottom,1
2194,4621,1,Single,Female,Asian,33,1,1,1,unmarried_couple,105800,0,0,Middle,0
2194,4622,0,Single,Male,White,33,1,0,1,unmarried_couple,105800,0,0,Middle,1
2194,4623,0,Single,Female,Asian,4,0,1,0,unmarried_couple,105800,0,0,Middle,0
2195,4624,1,Married,Female,Asian,28,1,1,1,married_couple,91000,0,1,Middle,0
2195,4625,0,Married,Male,White,33,1,0,1,married_couple,91000,0,1,Middle,0
2195,4626,0,Single,Male,Asian,4,0,1,0,married_couple,91000,0,1,Middle,0
2196,4627,1,Single,Female,Black,30,1,0,1,unmarried_couple,92400,0,0,Top,0
2196,4628,0,Single,Male,White,27,0,1,1,unmarried_couple,92400,0,0,Top,0
2197,4629,1,Married,Female,Black,31,1,1,1,married_couple,80000,0,1,Top,0
2197,4630,0,Married,Male,Black,26,1,1,1,married_couple,80000,0,1,Top,1
2198,4631,1,Married,Female,White,28,0,1,1,married_couple,110400,0,1,Middle,0
2198,4632,0,Married,Male,White,25,1,1,1,married_couple,110400,0,1,Middle,1
2198,4633,0,Single,Male,White,4,0,0,0,married_couple,110400,0,1,Middle,0
2199,4634,1,Married,Female,White,30,0,1,1,married_couple,88600,0,1,Top,0
2199,4635,0,Married,Male,White,28,1,1,1,married_couple,88600,0,1,Top,0
2200,4636,1,Married,Female,Black,32,1,0,1,married_couple,93000,0,1,Top,0
2200,4637,0,Married,Male,White,34,1,0,1,married_couple,93000,0,1,Top,1
2200,4638,0,Single,Female,Black,7,0,1,0,married_couple,93000,0,1,Top,0
2201,4639,1,Single,Female,White,25,1,1,1,unmarried_couple,103400,1,0,Bottom,0
2201,4640,0,Single,Male,White,34,0,1,1,unmarried_couple,103400,1,0,Bottom,0
2202,4641,1,Married,Female,Black,33,1,1,1,married_couple,101000,1,1,Top,0
2202,4642,0,Married,Male,White,33,1,0,1,married_couple,101000,1,1,Top,0
2202,4643,0,Single,Male,Black,7,0,1,0,married_couple,101000,1,1,Top,0
2202,4644,0,Single,Male,Black,3,0,0,0,married_couple,101000,1,1,Top,0
2203,4645,1,Single,Male,White,31,1,1,1,single_Male_head_of_household,43100,1,0,Top,1
2204,4646,1,Single,Male,Asian,27,1,1,1,single_Male_head_of_household,51400,1,0,Top,0
2205,4647,1,Single,Male,White,33,1,1,1,single_Male_head_of_household,56000,1,0,Middle,1
2206,4648,1,Single,Female,White,29,0,1,1,unmarried_couple,81400,0,0,Top,1
2206,4649,0,Single,Male,White,33,0,1,1,unmarried_couple,81400,0,0,Top,1
2206,4650,0,Single,Male,White,5,0,0,0,unmarried_couple,81400,0,0,Top,0
2206,4651,0,Single,Female,White,4,0,1,0,unmarried_couple,81400,0,0,Top,0
2207,4652,1,Single,Female,White,30,0,1,1,unmarried_couple,103000,1,0,Top,1
2207,4653,0,Single,Male,White,32,1,1,1,unmarried_couple,103000,1,0,Top,0
2207,4654,0,Single,Male,White,2,0,1,0,unmarried_couple,103000,1,0,Top,0
2208,4655,1,Single,Male,Black,33,0,1,1,single_Male_head_of_household,49600,1,0,Top,1
2209,4656,1,Married,Female,White,33,0,1,1,married_couple,79400,1,1,Top,0
2209,4657,0,Married,Male,White,33,0,1,1,married_couple,79400,1,1,Top,0
2209,4658,0,Single,Female,White,6,0,0,0,married_couple,79400,1,1,Top,0
2210,4659,1,Single,Female,White,34,1,1,1,unmarried_couple,95200,0,0,Middle,0
2210,4660,0,Single,Male,White,28,1,1,1,unmarried_couple,95200,0,0,Middle,1
2211,4661,1,Single,Female,Asian,32,1,1,1,unmarried_couple,96600,0,0,Top,0
2211,4662,0,Single,Male,White,30,1,1,1,unmarried_couple,96600,0,0,Top,0
2211,4663,0,Single,Female,Asian,6,0,0,0,unmarried_couple,96600,0,0,Top,0
2211,4664,0,Single,Male,Asian,6,0,1,0,unmarried_couple,96600,0,0,Top,0
2212,4665,1,Single,Female,White,28,0,1,1,unmarried_couple,104200,1,0,Top,0
2212,4666,0,Single,Male,White,30,0,0,1,unmarried_couple,104200,1,0,Top,1
2212,4667,0,Single,Female,White,3,0,1,0,unmarried_couple,104200,1,0,Top,0
2213,4668,1,Single,Female,White,25,0,0,1,unmarried_couple,100400,1,0,Top,1
2213,4669,0,Single,Male,White,33,0,1,1,unmarried_couple,100400,1,0,Top,0
2213,4670,0,Single,Female,White,5,0,0,0,unmarried_couple,100400,1,0,Top,0
2214,4671,1,Single,Female,White,31,0,1,1,unmarried_couple,116000,0,0,Top,0
2214,4672,0,Single,Male,White,30,1,0,1,unmarried_couple,116000,0,0,Top,0
2215,4673,1,Single,Female,White,30,0,1,1,single_Female_head_of_household,52500,1,0,Bottom,1
2216,4674,1,Single,Female,White,34,1,1,1,unmarried_couple,96800,1,0,Top,0
2216,4675,0,Single,Male,White,30,1,0,1,unmarried_couple,96800,1,0,Top,0
2217,4676,1,Single,Female,White,25,1,0,1,unmarried_couple,104600,1,0,Top,0
2217,4677,0,Single,Male,White,32,1,1,1,unmarried_couple,104600,1,0,Top,0
2217,4678,0,Single,Male,White,2,0,1,0,unmarried_couple,104600,1,0,Top,0
2217,4679,0,Single,Male,White,4,0,1,0,unmarried_couple,104600,1,0,Top,0
2218,4680,1,Single,Male,White,25,0,1,1,single_Male_head_of_household,56700,1,0,Top,0
2219,4681,1,Married,Female,White,29,1,0,1,married_couple,94200,1,1,Top,0
2219,4682,0,Married,Male,White,32,1,1,1,married_couple,94200,1,1,Top,0
2220,4683,1,Single,Female,White,32,0,1,1,unmarried_couple,101200,0,0,Top,0
2220,4684,0,Single,Male,White,34,0,1,1,unmarried_couple,101200,0,0,Top,0
2220,4685,0,Single,Female,White,4,0,1,0,unmarried_couple,101200,0,0,Top,0
2221,4686,1,Single,Female,Asian,28,1,1,1,single_Female_head_of_household,46600,1,0,Top,0
2222,4687,1,Married,Female,Asian,27,0,1,1,married_couple,86400,1,1,Top,0
2222,4688,0,Married,Male,Black,33,0,1,1,married_couple,86400,1,1,Top,0
2223,4689,1,Single,Female,White,30,0,1,1,unmarried_couple,100600,1,0,Top,0
2223,4690,0,Single,Male,Asian,25,0,1,1,unmarried_couple,100600,1,0,Top,1
2224,4691,1,Single,Male,White,29,0,0,1,single_Male_head_of_household,42800,1,0,Top,0
2225,4692,1,Single,Male,White,32,1,1,1,single_Male_head_of_household,48500,0,0,Middle,0
2226,4693,1,Married,Female,Asian,34,0,1,1,married_couple,95600,1,1,Top,0
2226,4694,0,Married,Male,White,32,0,1,1,married_couple,95600,1,1,Top,0
2227,4695,1,Single,Female,White,32,1,1,1,unmarried_couple,105400,1,0,Middle,1
2227,4696,0,Single,Male,White,30,1,0,1,unmarried_couple,105400,1,0,Middle,0
2227,4697,0,Single,Male,White,3,0,0,0,unmarried_couple,105400,1,0,Middle,0
2228,4698,1,Single,Female,Black,34,1,0,1,unmarried_couple,103000,0,0,Top,1
2228,4699,0,Single,Male,Asian,34,1,0,1,unmarried_couple,103000,0,0,Top,1
2228,4700,0,Single,Male,Black,6,0,1,0,unmarried_couple,103000,0,0,Top,0
2228,4701,0,Single,Female,Black,3,0,0,0,unmarried_couple,103000,0,0,Top,0
2229,4702,1,Single,Male,Black,25,0,0,1,single_Male_head_of_household,50900,1,0,Top,1
2230,4703,1,Married,Female,White,30,0,1,1,married_couple,119200,1,1,Top,0
2230,4704,0,Married,Male,Asian,25,1,1,1,married_couple,119200,1,1,Top,0
2231,4705,1,Single,Female,White,31,0,1,1,unmarried_couple,123000,1,0,Middle,0
2231,4706,0,Single,Male,White,25,1,1,1,unmarried_couple,123000,1,0,Middle,0
2231,4707,0,Single,Female,White,6,0,0,0,unmarried_couple,123000,1,0,Middle,0
2232,4708,1,Married,Female,White,31,1,1,1,married_couple,120600,1,1,Middle,0
2232,4709,0,Married,Male,Black,27,1,1,1,married_couple,120600,1,1,Middle,0
2233,4710,1,Single,Female,White,31,1,1,1,unmarried_couple,87800,1,0,Top,1
2233,4711,0,Single,Male,Asian,33,1,1,1,unmarried_couple,87800,1,0,Top,0
2234,4712,1,Single,Female,White,30,0,1,1,unmarried_couple,99600,1,0,Middle,0
2234,4713,0,Single,Male,White,34,1,0,1,unmarried_couple,99600,1,0,Middle,0
2234,4714,0,Single,Male,White,3,0,0,0,unmarried_couple,99600,1,0,Middle,0
2235,4715,1,Single,Female,Asian,34,0,1,1,unmarried_couple,92200,1,0,Top,1
2235,4716,0,Single,Male,White,30,1,0,1,unmarried_couple,92200,1,0,Top,0
2235,4717,0,Single,Female,Asian,2,0,1,0,unmarried_couple,92200,1,0,Top,0
2236,4718,1,Single,Female,White,31,0,1,1,unmarried_couple,107200,1,0,Bottom,1
2236,4719,0,Single,Male,White,27,1,1,1,unmarried_couple,107200,1,0,Bottom,1
2237,4720,1,Single,Male,White,34,1,1,1,single_Male_head_of_household,52200,1,0,Middle,0
2237,4721,0,Single,Male,White,6,0,1,0,single_Male_head_of_household,52200,1,0,Middle,0
2237,4722,0,Single,Male,White,4,0,1,0,single_Male_head_of_household,52200,1,0,Middle,0
2238,4723,1,Single,Female,Black,31,0,1,1,unmarried_couple,109400,1,0,Top,0
2238,4724,0,Single,Male,White,27,1,1,1,unmarried_couple,109400,1,0,Top,1
2239,4725,1,Married,Female,White,33,0,1,1,married_couple,115600,1,1,Middle,1
2239,4726,0,Married,Male,White,25,1,1,1,married_couple,115600,1,1,Middle,1
2239,4727,0,Single,Female,White,2,0,1,0,married_couple,115600,1,1,Middle,0
2240,4728,1,Single,Male,Black,34,0,1,1,single_Male_head_of_household,45300,0,0,Top,1
2241,4729,1,Single,Female,Black,28,0,1,1,unmarried_couple,104400,0,0,Middle,0
2241,4730,0,Single,Male,White,33,1,1,1,unmarried_couple,104400,0,0,Middle,0
2242,4731,1,Single,Male,White,30,1,1,1,single_Male_head_of_household,53400,1,0,Top,0
2243,4732,1,Single,Male,Asian,26,0,1,1,single_Male_head_of_household,50800,0,0,Top,1
2244,4733,1,Single,Male,White,33,0,0,1,single_Male_head_of_household,49700,0,0,Middle,1
2244,4734,0,Single,Female,White,3,0,1,0,single_Male_head_of_household,49700,0,0,Middle,0
2245,4735,1,Single,Female,White,31,0,1,1,single_Female_head_of_household,44800,1,0,Top,1
2246,4736,1,Married,Female,White,26,0,1,1,married_couple,99000,0,1,Top,0
2246,4737,0,Married,Male,Asian,33,0,1,1,married_couple,99000,0,1,Top,0
2247,4738,1,Single,Male,White,30,0,0,1,single_Male_head_of_household,48900,1,0,Middle,0
2248,4739,1,Single,Female,Asian,26,0,0,1,single_Female_head_of_household,51700,1,0,Top,0
2248,4740,0,Single,Male,Asian,3,0,1,0,single_Female_head_of_household,51700,1,0,Top,0
2249,4741,1,Single,Male,Asian,31,1,1,1,single_Male_head_of_household,49600,0,0,Top,0
2249,4742,0,Single,Female,Asian,7,0,0,0,single_Male_head_of_household,49600,0,0,Top,0
2250,4743,1,Married,Female,White,33,1,1,1,married_couple,91400,1,1,Middle,0
2250,4744,0,Married,Male,White,34,0,1,1,married_couple,91400,1,1,Middle,1
2250,4745,0,Single,Female,White,7,0,1,0,married_couple,91400,1,1,Middle,0
2251,4746,1,Single,Male,White,33,1,1,1,single_Male_head_of_household,49100,0,0,Top,0
2252,4747,1,Single,Female,White,28,0,0,1,unmarried_couple,107200,0,0,Top,0
2252,4748,0,Single,Male,White,33,0,1,1,unmarried_couple,107200,0,0,Top,0
2252,4749,0,Single,Male,White,5,0,1,0,unmarried_couple,107200,0,0,Top,0
2253,4750,1,Single,Male,White,25,0,0,1,single_Male_head_of_household,46400,1,0,Top,0
2254,4751,1,Single,Female,Black,32,0,1,1,unmarried_couple,98800,1,0,Top,1
2254,4752,0,Single,Male,White,34,0,1,1,unmarried_couple,98800,1,0,Top,0
2254,4753,0,Single,Female,Black,6,0,1,0,unmarried_couple,98800,1,0,Top,0
2255,4754,1,Single,Female,White,25,1,1,1,unmarried_couple,80800,0,0,Middle,0
2255,4755,0,Single,Male,Black,33,0,1,1,unmarried_couple,80800,0,0,Middle,1
2256,4756,1,Single,Female,White,32,0,1,1,single_Female_head_of_household,47500,1,0,Top,0
2257,4757,1,Single,Female,White,29,1,1,1,unmarried_couple,111000,1,0,Top,0
2257,4758,0,Single,Male,White,29,1,0,1,unmarried_couple,111000,1,0,Top,0
2258,4759,1,Single,Female,Asian,34,0,1,1,unmarried_couple,97400,1,0,Middle,1
2258,4760,0,Single,Male,White,34,1,1,1,unmarried_couple,97400,1,0,Middle,0
2258,4761,0,Single,Female,Asian,5,0,1,0,unmarried_couple,97400,1,0,Middle,0
2258,4762,0,Single,Female,Asian,7,0,1,0,unmarried_couple,97400,1,0,Middle,0
2259,4763,1,Single,Male,White,29,1,1,1,single_Male_head_of_household,54100,0,0,Middle,0
2260,4764,1,Married,Female,Asian,34,1,1,1,married_couple,111200,1,1,Top,1
2260,4765,0,Married,Male,White,31,0,1,1,married_couple,111200,1,1,Top,0
2260,4766,0,Single,Female,Asian,5,0,1,0,married_couple,111200,1,1,Top,0
2260,4767,0,Single,Male,Asian,6,0,1,0,married_couple,111200,1,1,Top,0
2261,4768,1,Single,Male,Asian,31,0,1,1,single_Male_head_of_household,51600,1,0,Top,0
2261,4769,0,Single,Male,Asian,6,0,1,0,single_Male_head_of_household,51600,1,0,Top,0
2261,4770,0,Single,Female,Asian,2,0,1,0,single_Male_head_of_household,51600,1,0,Top,0
2262,4771,1,Single,Male,Asian,28,1,0,1,single_Male_head_of_household,54700,1,0,Middle,0
2263,4772,1,Single,Male,White,27,1,1,1,single_Male_head_of_household,50600,1,0,Middle,0
2263,4773,0,Single,Male,White,3,0,1,0,single_Male_head_of_household,50600,1,0,Middle,0
2264,4774,1,Single,Male,Black,33,0,1,1,single_Male_head_of_household,47700,0,0,Top,1
2265,4775,1,Single,Female,White,28,1,1,1,single_Female_head_of_household,44900,1,0,Middle,0
2266,4776,1,Single,Male,White,30,0,1,1,single_Male_head_of_household,40500,0,0,Top,0
2267,4777,1,Single,Male,White,32,1,1,1,single_Male_head_of_household,52200,1,0,Top,0
2268,4778,1,Married,Female,White,30,0,0,1,married_couple,88800,1,1,Top,0
2268,4779,0,Married,Male,Asian,28,0,1,1,married_couple,88800,1,1,Top,0
2269,4780,1,Single,Male,White,25,0,0,1,single_Male_head_of_household,46100,0,0,Top,0
2270,4781,1,Single,Female,White,30,0,1,1,unmarried_couple,91600,0,0,Top,0
2270,4782,0,Single,Male,White,32,0,1,1,unmarried_couple,91600,0,0,Top,0
2270,4783,0,Single,Female,White,7,0,1,0,unmarried_couple,91600,0,0,Top,0
2271,4784,1,Single,Male,Asian,32,0,1,1,single_Male_head_of_household,44000,1,0,Top,0
2272,4785,1,Single,Male,White,34,1,1,1,single_Male_head_of_household,48600,1,0,Middle,1
2273,4786,1,Married,Female,Asian,34,0,1,1,married_couple,82600,1,1,Top,1
2273,4787,0,Married,Male,Asian,34,0,0,1,married_couple,82600,1,1,Top,0
2274,4788,1,Single,Female,White,31,0,0,1,unmarried_couple,100400,0,0,Top,1
