hh_id,hh_type,race
2460,unmarried_couple,Asian
2461,married_couple,Black
2461,married_couple,White
2462,single_Male_head_of_household,White
2463,unmarried_couple,White
2464,unmarried_couple,White
2465,unmarried_couple,White
2465,unmarried_couple,Asian
2466,married_couple,White
2467,married_couple,White
2467,married_couple,Asian
2468,married_couple,White
2469,single_Male_head_of_household,White
2470,unmarried_couple,Asian
2471,married_couple,White
2472,single_Male_head_of_household,White
2473,married_couple,Asian
2474,unmarried_couple,White
2475,single_Male_head_of_household,White
2476,unmarried_couple,White
2477,single_Male_head_of_household,White
2478,single_Female_head_of_household,White
2479,unmarried_couple,White
2479,unmarried_couple,Asian
2480,unmarried_couple,White
2481,unmarried_couple,White
2481,unmarried_couple,Asian
2482,unmarried_couple,White
2482,unmarried_couple,Asian
2483,married_couple,White
2484,married_couple,White
2485,unmarried_couple,White
2485,unmarried_couple,Black
2486,single_Male_head_of_household,Asian
2487,single_Male_head_of_household,White
2488,married_couple,Black
2489,unmarried_couple,White
2490,single_Male_head_of_household,White
2491,married_couple,White
2492,married_couple,White
2493,single_Male_head_of_household,Asian
2494,married_couple,Asian
2494,married_couple,White
2495,married_couple,White
2496,single_Male_head_of_household,White
2497,single_Male_head_of_household,White
2498,unmarried_couple,White
2498,unmarried_couple,Black
2499,unmarried_couple,White
2499,unmarried_couple,Asian
2500,unmarried_couple,White
2500,unmarried_couple,Black
2501,married_couple,White
2502,unmarried_couple,Black
2502,unmarried_couple,White
2503,unmarried_couple,Asian
2503,unmarried_couple,White
2504,unmarried_couple,White
2505,unmarried_couple,White
2506,single_Male_head_of_household,Black
2507,single_Male_head_of_household,White
2508,married_couple,Asian
2508,married_couple,White
2509,married_couple,White
2509,married_couple,Asian
2510,married_couple,White
2511,unmarried_couple,White
2511,unmarried_couple,Black
2512,married_couple,White
2513,single_Female_head_of_household,White
2514,married_couple,White
2514,married_couple,Asian
2515,unmarried_couple,White
2516,unmarried_couple,White
2517,single_Male_head_of_household,White
2518,unmarried_couple,White
2519,married_couple,White
2520,married_couple,White
2521,married_couple,Asian
2521,married_couple,White
2522,married_couple,White
2522,married_couple,Asian
2523,single_Male_head_of_household,White
2524,unmarried_couple,White
2524,unmarried_couple,Asian
2525,unmarried_couple,Black
2525,unmarried_couple,White
2526,single_Male_head_of_household,White
2527,married_couple,White
2527,married_couple,Black
2528,single_Female_head_of_household,Asian
2529,married_couple,White
2530,unmarried_couple,White
2531,unmarried_couple,White
2531,unmarried_couple,Asian
2532,unmarried_couple,White
2533,single_Male_head_of_household,White
2534,married_couple,Asian
2534,married_couple,White
2535,single_Male_head_of_household,White
2536,married_couple,White
2537,married_couple,White
2537,married_couple,Asian
2538,single_Male_head_of_household,White
2539,unmarried_couple,Asian
2539,unmarried_couple,White
2540,unmarried_couple,White
2540,unmarried_couple,Asian
2541,single_Female_head_of_household,Asian
2542,single_Male_head_of_household,Asian
2543,unmarried_couple,Black
2544,unmarried_couple,White
2545,married_couple,White
2545,married_couple,Asian
2546,single_Male_head_of_household,White
2547,single_Male_head_of_household,White
2548,single_Male_head_of_household,White
2549,married_couple,Asian
2549,married_couple,White
2550,unmarried_couple,White
2551,unmarried_couple,White
2552,single_Female_head_of_household,White
2553,single_Female_head_of_household,Asian
2554,single_Male_head_of_household,White
2555,unmarried_couple,White
2555,unmarried_couple,Black
2556,married_couple,White
2556,married_couple,Asian
2557,married_couple,White
2558,single_Male_head_of_household,White
2559,single_Male_head_of_household,Asian
2560,single_Male_head_of_household,White
2561,single_Male_head_of_household,Asian
2562,unmarried_couple,Asian
2562,unmarried_couple,White
2563,unmarried_couple,Asian
2563,unmarried_couple,White
2564,unmarried_couple,Asian
2564,unmarried_couple,White
2565,unmarried_couple,Asian
2565,unmarried_couple,White
2566,single_Male_head_of_household,Asian
2567,unmarried_couple,Asian
2568,married_couple,White
2568,married_couple,Asian
2569,unmarried_couple,Black
2569,unmarried_couple,White
2570,married_couple,White
2571,single_Male_head_of_household,Asian
2572,single_Male_head_of_household,Asian
2573,unmarried_couple,White
2574,single_Male_head_of_household,White
2575,single_Male_head_of_household,White
2576,single_Male_head_of_household,White
2577,unmarried_couple,Asian
2577,unmarried_couple,Black
2578,single_Male_head_of_household,White
2579,unmarried_couple,White
2580,unmarried_couple,White
2581,single_Male_head_of_household,White
2582,unmarried_couple,White
2583,unmarried_couple,White
2584,married_couple,White
2585,single_Female_head_of_household,Black
2586,unmarried_couple,Asian
2586,unmarried_couple,White
2587,married_couple,White
2588,married_couple,White
2588,married_couple,Asian
2589,married_couple,White
2589,married_couple,Asian
2590,single_Male_head_of_household,White
2591,single_Male_head_of_household,White
2592,married_couple,White
2593,single_Male_head_of_household,Black
2594,unmarried_couple,White
2594,unmarried_couple,Asian
2595,single_Male_head_of_household,Asian
2596,married_couple,White
2597,single_Male_head_of_household,Asian
2598,married_couple,Black
2599,married_couple,White
2599,married_couple,Asian
2600,single_Female_head_of_household,White
2601,unmarried_couple,Asian
2601,unmarried_couple,White
2602,married_couple,White
2602,married_couple,Black
2603,unmarried_couple,White
2603,unmarried_couple,Asian
2604,single_Female_head_of_household,White
2605,single_Female_head_of_household,Asian
2606,single_Female_head_of_household,White
2607,unmarried_couple,White
2607,unmarried_couple,Black
2608,single_Male_head_of_household,White
2609,married_couple,White
2610,single_Male_head_of_household,White
2611,single_Male_head_of_household,White
2612,single_Female_head_of_household,White
2613,unmarried_couple,White
2614,unmarried_couple,White
2615,married_couple,White
2616,unmarried_couple,White
2617,single_Male_head_of_household,Black
2618,single_Male_head_of_household,Asian
2619,single_Female_head_of_household,Black
2620,single_Male_head_of_household,White
2621,unmarried_couple,White
2622,single_Male_head_of_household,White
2623,single_Female_head_of_household,White
2624,single_Male_head_of_household,White
2625,unmarried_couple,Black
2625,unmarried_couple,White
2626,unmarried_couple,White
2627,single_Male_head_of_household,White
2628,single_Male_head_of_household,White
2629,unmarried_couple,White
2630,single_Female_head_of_household,White
2631,single_Male_head_of_household,White
2632,unmarried_couple,White
2633,single_Male_head_of_household,Asian
2634,unmarried_couple,White
2635,married_couple,White
2636,married_couple,Asian
2637,single_Female_head_of_household,White
2638,single_Male_head_of_household,White
2639,single_Male_head_of_household,White
2640,unmarried_couple,White
2640,unmarried_couple,Black
2641,married_couple,White
2642,unmarried_couple,Black
2642,unmarried_couple,White
2643,single_Female_head_of_household,White
2644,married_couple,Asian
2644,married_couple,Black
2645,married_couple,White
2646,single_Male_head_of_household,White
2647,unmarried_couple,White
2648,unmarried_couple,Black
2648,unmarried_couple,White
2649,single_Male_head_of_household,White
2650,unmarried_couple,White
2651,married_couple,White
2651,married_couple,Black
2652,married_couple,White
2652,married_couple,Asian
2653,married_couple,White
2653,married_couple,Asian
2654,unmarried_couple,Asian
2654,unmarried_couple,White
2655,single_Male_head_of_household,White
2656,single_Male_head_of_household,White
2657,single_Male_head_of_household,Black
2658,unmarried_couple,Black
2658,unmarried_couple,White
2659,single_Female_head_of_household,White
2660,unmarried_couple,White
2661,single_Female_head_of_household,White
2662,single_Male_head_of_household,White
2663,married_couple,Asian
2663,married_couple,White
2664,single_Male_head_of_household,White
2665,married_couple,White
2665,married_couple,Asian
2666,single_Male_head_of_household,Black
2667,single_Female_head_of_household,White
2668,unmarried_couple,White
2669,unmarried_couple,White
2670,married_couple,Asian
2670,married_couple,White
2671,single_Male_head_of_household,Asian
2672,single_Male_head_of_household,Black
2673,unmarried_couple,Black
2674,married_couple,White
2675,single_Male_head_of_household,White
2676,married_couple,White
2676,married_couple,Asian
2677,married_couple,White
2678,married_couple,White
2679,unmarried_couple,Asian
2679,unmarried_couple,White
2680,married_couple,Asian
2680,married_couple,White
2681,married_couple,Asian
2681,married_couple,White
2682,single_Male_head_of_household,White
2683,unmarried_couple,White
2684,married_couple,White
2685,unmarried_couple,White
2686,married_couple,White
2687,unmarried_couple,White
2688,married_couple,White
2689,married_couple,White
2690,unmarried_couple,White
2691,married_couple,White
2692,single_Male_head_of_household,White
2693,unmarried_couple,Asian
2694,single_Male_head_of_household,Asian
2695,unmarried_couple,White
2695,unmarried_couple,Asian
2696,single_Male_head_of_household,Black
2697,married_couple,White
2697,married_couple,Asian
2698,single_Male_head_of_household,Black
2699,married_couple,White
2699,married_couple,Asian
2700,unmarried_couple,Black
2700,unmarried_couple,White
2701,married_couple,White
2701,married_couple,Asian
2702,married_couple,Black
2702,married_couple,Asian
2703,married_couple,White
2704,married_couple,Asian
2705,married_couple,White
2706,single_Male_head_of_household,White
2707,married_couple,White
2707,married_couple,Black
2708,unmarried_couple,White
2708,unmarried_couple,Asian
2709,married_couple,Black
2709,married_couple,White
2710,single_Male_head_of_household,White
2711,unmarried_couple,White
2712,married_couple,White
2712,married_couple,Black
2713,married_couple,White
2714,married_couple,White
2714,married_couple,Black
2715,single_Male_head_of_household,White
2716,unmarried_couple,White
2716,unmarried_couple,Black
2717,unmarried_couple,White
2717,unmarried_couple,Asian
2718,single_Male_head_of_household,White
2719,unmarried_couple,White
2719,unmarried_couple,Asian
2720,single_Male_head_of_household,White
2721,unmarried_couple,White
2721,unmarried_couple,Asian
2722,married_couple,White
2723,unmarried_couple,White
2724,unmarried_couple,White
2724,unmarried_couple,Asian
2725,married_couple,White
2726,unmarried_couple,White
2727,unmarried_couple,White
2728,single_Female_head_of_household,Asian
2729,single_Male_head_of_household,White
2730,unmarried_couple,Asian
2730,unmarried_couple,White
2731,married_couple,White
2732,unmarried_couple,White
2733,single_Male_head_of_household,Asian
2734,single_Female_head_of_household,White
2735,single_Male_head_of_household,White
2736,unmarried_couple,Asian
2736,unmarried_couple,White
2737,single_Male_head_of_household,White
2738,single_Male_head_of_household,White
2739,single_Male_head_of_household,Black
2740,unmarried_couple,Black
2740,unmarried_couple,White
2741,unmarried_couple,Black
2741,unmarried_couple,White
2742,single_Male_head_of_household,Asian
2743,unmarried_couple,White
2744,married_couple,White
2744,married_couple,Asian
2745,single_Male_head_of_household,Asian
2746,single_Male_head_of_household,White
2747,married_couple,White
2748,single_Male_head_of_household,Asian
2749,married_couple,Asian
2749,married_couple,White
2750,married_couple,Asian
2751,single_Male_head_of_household,Black
2752,single_Male_head_of_household,Asian
2753,unmarried_couple,Asian
2753,unmarried_couple,White
2754,married_couple,White
2754,married_couple,Asian
2755,single_Female_head_of_household,White
2756,married_couple,White
2756,married_couple,Asian
2757,unmarried_couple,White
2758,unmarried_couple,White
2759,unmarried_couple,White
2760,unmarried_couple,White
2761,single_Male_head_of_household,White
2762,married_couple,White
2762,married_couple,Asian
2763,married_couple,White
2764,married_couple,White
2764,married_couple,Asian
2765,unmarried_couple,White
2766,unmarried_couple,Asian
2766,unmarried_couple,White
2767,married_couple,White
2768,married_couple,White
2768,married_couple,Asian
2769,single_Male_head_of_household,White
2770,unmarried_couple,Asian
2770,unmarried_couple,White
2771,single_Male_head_of_household,White
2772,unmarried_couple,White
2773,unmarried_couple,White
2773,unmarried_couple,Black
2774,married_couple,White
2775,single_Male_head_of_household,White
2776,married_couple,White
2776,married_couple,Asian
2777,unmarried_couple,Asian
2777,unmarried_couple,White
2778,unmarried_couple,White
2779,married_couple,White
2780,unmarried_couple,White
2780,unmarried_couple,Asian
2781,single_Male_head_of_household,White
2782,unmarried_couple,White
2783,married_couple,White
2784,unmarried_couple,White
2784,unmarried_couple,Black
2785,married_couple,White
2786,unmarried_couple,White
2787,single_Male_head_of_household,White
2788,married_couple,White
2788,married_couple,Asian
2789,unmarried_couple,Asian
2789,unmarried_couple,Black
2790,unmarried_couple,White
2791,single_Female_head_of_household,Black
2792,single_Male_head_of_household,Asian
2793,single_Male_head_of_household,White
2794,unmarried_couple,White
2795,single_Male_head_of_household,Black
2796,single_Male_head_of_household,White
2797,married_couple,White
2797,married_couple,Black
2798,unmarried_couple,White
2798,unmarried_couple,Asian
2799,single_Male_head_of_household,White
2800,married_couple,Asian
2800,married_couple,White
2801,unmarried_couple,White
2802,unmarried_couple,White
2803,unmarried_couple,White
2804,married_couple,White
2804,married_couple,Asian
2805,single_Female_head_of_household,White
2806,unmarried_couple,White
2807,unmarried_couple,Asian
2807,unmarried_couple,White
2808,unmarried_couple,White
2809,unmarried_couple,White
2809,unmarried_couple,Asian
2810,unmarried_couple,White
2811,married_couple,White
2812,married_couple,White
2812,married_couple,Asian
2813,unmarried_couple,White
2814,married_couple,White
2815,single_Male_head_of_household,White
2816,married_couple,White
2817,married_couple,Asian
2817,married_couple,Black
2818,single_Female_head_of_household,White
2819,unmarried_couple,White
2820,married_couple,Asian
2820,married_couple,White
2821,single_Female_head_of_household,White
2822,married_couple,Asian
2823,married_couple,Black
2823,married_couple,White
2824,married_couple,White
2825,unmarried_couple,Black
2825,unmarried_couple,White
2826,unmarried_couple,White
2827,single_Male_head_of_household,Asian
2828,single_Female_head_of_household,White
2829,single_Male_head_of_household,White
2830,married_couple,White
2830,married_couple,Asian
2831,married_couple,Asian
2831,married_couple,White
2832,married_couple,White
2833,single_Male_head_of_household,White
2834,married_couple,White
2835,unmarried_couple,White
2835,unmarried_couple,Black
2836,unmarried_couple,White
2836,unmarried_couple,Asian
2837,married_couple,White
2838,unmarried_couple,White
2838,unmarried_couple,Asian
2839,married_couple,Black
2839,married_couple,White
2840,single_Male_head_of_household,White
2841,unmarried_couple,Black
2841,unmarried_couple,White
2842,single_Male_head_of_household,White
2843,unmarried_couple,White
2844,married_couple,White
2845,unmarried_couple,White
2846,single_Male_head_of_household,White
2847,single_Female_head_of_household,White
2848,single_Male_head_of_household,Asian
2849,married_couple,White
2849,married_couple,Black
2850,unmarried_couple,White
2851,single_Male_head_of_household,White
2852,married_couple,Asian
2852,married_couple,White
2853,unmarried_couple,White
2853,unmarried_couple,Black
2854,married_couple,White
2855,unmarried_couple,White
2856,single_Male_head_of_household,Black
2857,unmarried_couple,White
2857,unmarried_couple,Black
2858,single_Male_head_of_household,White
2859,married_couple,White
2860,unmarried_couple,White
2861,unmarried_couple,White
2862,unmarried_couple,Asian
2862,unmarried_couple,White
2863,married_couple,White
2864,single_Male_head_of_household,White
2865,married_couple,White
2865,married_couple,Asian
2866,married_couple,White
2867,married_couple,Black
2867,married_couple,White
2868,unmarried_couple,White
2869,married_couple,White
2870,unmarried_couple,White
2871,single_Female_head_of_household,Black
2872,unmarried_couple,White
2873,married_couple,White
2874,married_couple,White
2875,married_couple,White
2876,unmarried_couple,White
2877,unmarried_couple,White
2877,unmarried_couple,Black
2878,single_Male_head_of_household,Asian
2879,single_Male_head_of_household,White
2880,single_Male_head_of_household,Black
2881,married_couple,White
2882,unmarried_couple,Asian
2882,unmarried_couple,White
2883,single_Male_head_of_household,Black
2884,single_Male_head_of_household,White
2885,married_couple,White
2886,unmarried_couple,Asian
2886,unmarried_couple,White
2887,single_Male_head_of_household,Black
2888,single_Male_head_of_household,Black
2889,unmarried_couple,White
2890,single_Male_head_of_household,Asian
2891,unmarried_couple,White
2892,single_Female_head_of_household,Black
2893,unmarried_couple,White
2894,single_Female_head_of_household,White
2895,unmarried_couple,Asian
2895,unmarried_couple,White
2896,single_Male_head_of_household,Asian
2897,single_Female_head_of_household,White
2898,single_Male_head_of_household,Asian
2899,married_couple,White
2900,married_couple,White
2900,married_couple,Black
2901,unmarried_couple,White
2901,unmarried_couple,Asian
2902,unmarried_couple,Asian
2902,unmarried_couple,White
2903,married_couple,White
2903,married_couple,Black
2904,unmarried_couple,White
2904,unmarried_couple,Asian
2905,single_Female_head_of_household,Asian
2906,single_Male_head_of_household,White
2907,unmarried_couple,White
2908,unmarried_couple,White
2909,unmarried_couple,White
2910,unmarried_couple,White
2911,single_Male_head_of_household,White
2912,single_Male_head_of_household,Asian
2913,single_Female_head_of_household,White
2914,single_Female_head_of_household,White
2915,married_couple,White
2916,married_couple,Asian
2916,married_couple,White
2917,single_Male_head_of_household,White
2918,unmarried_couple,White
2918,unmarried_couple,Asian
2919,unmarried_couple,Asian
2920,unmarried_couple,White
2920,unmarried_couple,Black
2921,unmarried_couple,Asian
2921,unmarried_couple,White
2922,unmarried_couple,Asian
2922,unmarried_couple,White
2923,single_Male_head_of_household,White
2924,single_Male_head_of_household,White
2925,unmarried_couple,White
2926,single_Male_head_of_household,White
2927,single_Male_head_of_household,Asian
2928,single_Female_head_of_household,White
2929,single_Male_head_of_household,White
2930,married_couple,White
2931,single_Male_head_of_household,White
2932,unmarried_couple,White
2933,single_Male_head_of_household,White
2934,married_couple,White
2935,single_Female_head_of_household,White
2936,single_Female_head_of_household,Black
2937,single_Male_head_of_household,Asian
2938,unmarried_couple,White
2938,unmarried_couple,Asian
2939,single_Male_head_of_household,White
2940,single_Male_head_of_household,White
2941,single_Male_head_of_household,White
2942,unmarried_couple,Black
2942,unmarried_couple,White
2943,unmarried_couple,Black
2944,single_Male_head_of_household,White
2945,unmarried_couple,White
2946,unmarried_couple,White
2946,unmarried_couple,Black
2947,unmarried_couple,White
2947,unmarried_couple,Asian
2948,single_Male_head_of_household,White
2949,married_couple,White
2949,married_couple,Asian
2950,married_couple,White
2950,married_couple,Asian
2951,single_Female_head_of_household,Asian
2952,unmarried_couple,White
2953,unmarried_couple,White
2954,unmarried_couple,Asian
2954,unmarried_couple,White
2955,unmarried_couple,White
2956,married_couple,Asian
2956,married_couple,White
2957,unmarried_couple,White
2958,single_Male_head_of_household,White
2959,single_Female_head_of_household,White
2960,unmarried_couple,White
2961,married_couple,Asian
2961,married_couple,White
2962,unmarried_couple,White
2963,single_Male_head_of_household,Black
2964,single_Female_head_of_household,White
2965,single_Male_head_of_household,Asian
2966,married_couple,Black
2966,married_couple,White
2967,unmarried_couple,White
2968,unmarried_couple,White
2968,unmarried_couple,Asian
2969,unmarried_couple,Asian
2969,unmarried_couple,White
2970,unmarried_couple,Black
2970,unmarried_couple,Asian
2971,single_Male_head_of_household,White
2972,married_couple,White
2972,married_couple,Black
2973,single_Male_head_of_household,White
2974,unmarried_couple,Asian
2975,unmarried_couple,White
2976,unmarried_couple,White
2977,single_Male_head_of_household,White
2978,single_Male_head_of_household,Asian
2979,single_Male_head_of_household,White
2980,unmarried_couple,White
2981,unmarried_couple,White
2982,unmarried_couple,White
2983,married_couple,Asian
2983,married_couple,White
2984,married_couple,Black
2984,married_couple,White
2985,married_couple,Asian
2986,single_Male_head_of_household,Black
2987,unmarried_couple,White
2988,single_Male_head_of_household,White
2989,single_Female_head_of_household,White
2990,single_Male_head_of_household,White
2991,unmarried_couple,White
2991,unmarried_couple,Asian
2992,single_Female_head_of_household,White
2993,unmarried_couple,White
2994,unmarried_couple,White
2995,married_couple,Black
2995,married_couple,Asian
2996,single_Female_head_of_household,White
2997,married_couple,White
2998,unmarried_couple,Asian
2998,unmarried_couple,White
2999,single_Male_head_of_household,Asian
3000,married_couple,Asian
3001,unmarried_couple,White
3002,single_Male_head_of_household,White
3003,married_couple,White
3003,married_couple,Black
3004,unmarried_couple,White
3005,married_couple,White
3005,married_couple,Black
3006,married_couple,Asian
3007,unmarried_couple,White
3007,unmarried_couple,Black
3008,married_couple,White
3008,married_couple,Asian
3009,married_couple,White
3010,single_Male_head_of_household,Asian
3011,unmarried_couple,Asian
3011,unmarried_couple,White
3012,single_Female_head_of_household,Asian
3013,married_couple,White
3014,married_couple,Asian
3014,married_couple,White
3015,unmarried_couple,White
3016,married_couple,White
3017,single_Female_head_of_household,White
3018,single_Male_head_of_household,Black
3019,unmarried_couple,Black
3019,unmarried_couple,White
3020,single_Male_head_of_household,White
3021,single_Male_head_of_household,Black
3022,single_Male_head_of_household,White
3023,single_Male_head_of_household,Asian
3024,single_Male_head_of_household,White
3025,single_Male_head_of_household,Asian
3026,single_Male_head_of_household,Black
3027,married_couple,White
3027,married_couple,Black
3028,unmarried_couple,White
3029,single_Male_head_of_household,White
3030,married_couple,White
3030,married_couple,Black
3031,married_couple,White
3031,married_couple,Black
3032,married_couple,White
3032,married_couple,Asian
3033,unmarried_couple,Black
3033,unmarried_couple,Asian
3034,unmarried_couple,Asian
3034,unmarried_couple,White
3035,single_Male_head_of_household,White
3036,married_couple,White
3037,married_couple,Black
3037,married_couple,White
3038,unmarried_couple,White
3039,unmarried_couple,Black
3039,unmarried_couple,White
3040,unmarried_couple,White
3040,unmarried_couple,Black
3041,unmarried_couple,White
3041,unmarried_couple,Asian
3042,married_couple,Asian
3042,married_couple,White
3043,single_Male_head_of_household,Black
3044,single_Male_head_of_household,Black
3045,single_Male_head_of_household,White
3046,married_couple,White
3047,single_Male_head_of_household,White
3048,married_couple,Asian
3049,single_Male_head_of_household,White
3050,unmarried_couple,Asian
3050,unmarried_couple,White
3051,unmarried_couple,Asian
3051,unmarried_couple,White
3052,single_Male_head_of_household,White
3053,married_couple,White
3054,single_Male_head_of_household,White
3055,single_Male_head_of_household,White
3056,single_Male_head_of_household,Asian
3057,married_couple,Asian
3057,married_couple,Black
3058,single_Female_head_of_household,White
3059,single_Male_head_of_household,White
3060,single_Male_head_of_household,White
3061,single_Male_head_of_household,Black
3062,married_couple,White
3062,married_couple,Asian
3063,unmarried_couple,White
3064,single_Male_head_of_household,White
3065,single_Male_head_of_household,Black
3066,married_couple,White
3067,single_Male_head_of_household,White
3068,single_Male_head_of_household,White
3069,single_Male_head_of_household,Asian
3070,married_couple,White
3070,married_couple,Asian
3071,married_couple,White
3072,single_Female_head_of_household,White
3073,unmarried_couple,Asian
3073,unmarried_couple,White
3074,unmarried_couple,White
3074,unmarried_couple,Asian
3075,unmarried_couple,White
3075,unmarried_couple,Asian
3076,unmarried_couple,White
3077,unmarried_couple,White
3077,unmarried_couple,Black
3078,unmarried_couple,White
3079,single_Male_head_of_household,White
3080,single_Female_head_of_household,White
3081,single_Female_head_of_household,White
3082,unmarried_couple,White
3083,unmarried_couple,White
3083,unmarried_couple,Asian
3084,married_couple,White
3084,married_couple,Asian
3085,single_Female_head_of_household,Black
3086,single_Male_head_of_household,White
3087,unmarried_couple,White
3088,unmarried_couple,White
3089,married_couple,Black
3089,married_couple,Asian
3090,married_couple,Black
3090,married_couple,White
3091,single_Female_head_of_household,White
3092,unmarried_couple,White
3093,single_Male_head_of_household,White
3094,married_couple,White
3095,unmarried_couple,White
3096,unmarried_couple,Asian
3096,unmarried_couple,White
3097,unmarried_couple,White
3097,unmarried_couple,Asian
3098,unmarried_couple,White
3098,unmarried_couple,Asian
3099,unmarried_couple,White
3100,married_couple,Black
3101,unmarried_couple,Asian
3101,unmarried_couple,White
3102,married_couple,White
3103,married_couple,White
3103,married_couple,Asian
3104,single_Male_head_of_household,White
3105,single_Male_head_of_household,Asian
3106,single_Male_head_of_household,Asian
3107,married_couple,Asian
3107,married_couple,White
3108,single_Male_head_of_household,White
3109,single_Male_head_of_household,White
3110,married_couple,White
3110,married_couple,Asian
3111,unmarried_couple,Asian
3111,unmarried_couple,White
3112,single_Male_head_of_household,Asian
3113,single_Male_head_of_household,Asian
3114,single_Female_head_of_household,White
3115,single_Male_head_of_household,White
3116,unmarried_couple,Black
3116,unmarried_couple,White
3117,unmarried_couple,Asian
3117,unmarried_couple,White
3118,unmarried_couple,Asian
3118,unmarried_couple,White
3119,married_couple,White
3120,married_couple,White
3120,married_couple,Black
3121,single_Male_head_of_household,Black
3122,unmarried_couple,Asian
3122,unmarried_couple,White
3123,married_couple,White
3123,married_couple,Asian
3124,unmarried_couple,White
3125,unmarried_couple,Black
3125,unmarried_couple,Asian
3126,single_Male_head_of_household,White
3127,unmarried_couple,White
3127,unmarried_couple,Black
3128,married_couple,Asian
3129,married_couple,Asian
3129,married_couple,White
3130,single_Male_head_of_household,White
3131,single_Male_head_of_household,Asian
3132,married_couple,Asian
3133,single_Male_head_of_household,Black
3134,single_Male_head_of_household,Asian
3135,single_Male_head_of_household,White
3136,married_couple,Black
3136,married_couple,White
3137,married_couple,White
3138,unmarried_couple,White
3139,single_Male_head_of_household,White
3140,single_Male_head_of_household,Asian
3141,unmarried_couple,Black
3141,unmarried_couple,Asian
3142,single_Male_head_of_household,Asian
3143,single_Male_head_of_household,Asian
3144,unmarried_couple,White
3145,single_Male_head_of_household,Asian
3146,unmarried_couple,White
3147,single_Male_head_of_household,White
3148,married_couple,White
3149,single_Male_head_of_household,White
3150,single_Female_head_of_household,White
3151,married_couple,White
3152,single_Male_head_of_household,White
3153,married_couple,Asian
3153,married_couple,White
3154,single_Male_head_of_household,White
3155,married_couple,White
3156,unmarried_couple,White
3157,unmarried_couple,Asian
3157,unmarried_couple,White
3158,single_Male_head_of_household,White
3159,single_Male_head_of_household,White
3160,single_Female_head_of_household,Asian
3161,married_couple,White
3161,married_couple,Asian
3162,unmarried_couple,Asian
3162,unmarried_couple,White
3163,married_couple,White
3164,unmarried_couple,White
3165,unmarried_couple,White
3166,unmarried_couple,Asian
3166,unmarried_couple,White
3167,married_couple,Black
3167,married_couple,White
3168,unmarried_couple,Asian
3168,unmarried_couple,Black
3169,married_couple,White
3169,married_couple,Asian
3170,married_couple,White
3170,married_couple,Asian
3171,married_couple,Asian
3171,married_couple,Black
3172,unmarried_couple,White
3173,married_couple,White
3174,unmarried_couple,Black
3174,unmarried_couple,White
3175,single_Male_head_of_household,White
3176,single_Male_head_of_household,White
3177,single_Female_head_of_household,Asian
3178,unmarried_couple,White
3178,unmarried_couple,Asian
3179,unmarried_couple,White
3180,unmarried_couple,Asian
3180,unmarried_couple,Black
3181,unmarried_couple,White
3182,single_Male_head_of_household,White
3183,unmarried_couple,White
3183,unmarried_couple,Asian
3184,single_Male_head_of_household,Asian
3185,married_couple,White
3186,unmarried_couple,White
3186,unmarried_couple,Black
3187,single_Female_head_of_household,White
3188,unmarried_couple,White
3188,unmarried_couple,Asian
3189,single_Female_head_of_household,White
3190,unmarried_couple,White
3191,single_Male_head_of_household,White
3192,unmarried_couple,White
3193,unmarried_couple,Asian
3194,unmarried_couple,White
3194,unmarried_couple,Asian
3195,unmarried_couple,Black
3195,unmarried_couple,White
3196,single_Male_head_of_household,White
3197,single_Male_head_of_household,White
3198,married_couple,White
3199,unmarried_couple,White
3200,unmarried_couple,White
3201,married_couple,White
3201,married_couple,Asian
3202,married_couple,White
3203,unmarried_couple,White
3204,unmarried_couple,Asian
3204,unmarried_couple,White
3205,unmarried_couple,White
3206,married_couple,White
3207,married_couple,Black
3207,married_couple,White
3208,unmarried_couple,Asian
3208,unmarried_couple,Black
3209,unmarried_couple,Black
3209,unmarried_couple,White
3210,unmarried_couple,White
3210,unmarried_couple,Asian
3211,single_Male_head_of_household,White
3212,single_Male_head_of_household,White
3213,unmarried_couple,White
3213,unmarried_couple,Asian
3214,unmarried_couple,White
3215,unmarried_couple,White
3216,unmarried_couple,White
3216,unmarried_couple,Asian
3217,single_Male_head_of_household,White
3218,single_Female_head_of_household,White
3219,single_Male_head_of_household,White
3220,unmarried_couple,White
3221,single_Female_head_of_household,White
3222,single_Male_head_of_household,White
3223,single_Female_head_of_household,White
3224,unmarried_couple,White
3225,married_couple,White
3226,single_Male_head_of_household,White
3227,single_Male_head_of_household,Asian
3228,unmarried_couple,Asian
3228,unmarried_couple,White
3229,unmarried_couple,White
3230,unmarried_couple,White
3230,unmarried_couple,Asian
3231,unmarried_couple,Black
3231,unmarried_couple,Asian
3232,single_Male_head_of_household,White
3233,married_couple,Black
3233,married_couple,Asian
3234,married_couple,Black
3235,single_Female_head_of_household,Asian
3236,married_couple,Black
3236,married_couple,White
3237,single_Male_head_of_household,White
3238,unmarried_couple,Asian
3238,unmarried_couple,White
3239,single_Male_head_of_household,White
3240,married_couple,White
3240,married_couple,Black
3241,single_Male_head_of_household,White
3242,married_couple,Black
3242,married_couple,White
3243,unmarried_couple,White
3243,unmarried_couple,Asian
3244,single_Male_head_of_household,White
3245,single_Male_head_of_household,White
3246,married_couple,White
3247,single_Male_head_of_household,White
3248,unmarried_couple,White
3248,unmarried_couple,Asian
