,hh_id,person_id,is_head_of_household,married,gender,race,age,voted_in_2012,is_college_graduate,adult,hh_type,hh_income,is_urban,is_owner_of_home,tercile_of_census_tract_income,is_registered_democrat
3062,1457,3063,0,Single,Female,White,5,0,1,0,married_couple,102000,1,1,Top,0.0
3063,1458,3064,1,Single,Female,White,30,1,1,1,unmarried_couple,111400,0,0,Top,0.0
3064,1458,3065,0,Single,Male,Asian,32,1,1,1,unmarried_couple,111400,0,0,Top,0.0
3065,1459,3066,1,Single,Female,Asian,31,1,1,1,single_Female_head_of_household,45300,0,0,Top,0.0
3066,1460,3067,1,Married,Female,Asian,32,0,1,1,married_couple,90200,1,1,Top,1.0
3067,1460,3068,0,Married,Male,White,33,1,1,1,married_couple,90200,1,1,Top,0.0
3068,1461,3069,1,Single,Male,White,30,0,1,1,single_Male_head_of_household,59900,1,0,Top,0.0
3069,1462,3070,1,Single,Female,Asian,29,0,1,1,unmarried_couple,99200,0,0,Top,0.0
3070,1462,3071,0,Single,Male,White,33,0,1,1,unmarried_couple,99200,0,0,Top,0.0
3071,1463,3072,1,Single,Female,White,34,1,1,1,unmarried_couple,98600,0,0,Bottom,1.0
3072,1463,3073,0,Single,Male,White,31,0,0,1,unmarried_couple,98600,0,0,Bottom,0.0
3073,1464,3074,1,Single,Female,White,31,1,1,1,unmarried_couple,105200,0,0,Top,1.0
3074,1464,3075,0,Single,Male,White,34,0,1,1,unmarried_couple,105200,0,0,Top,0.0
3075,1464,3076,0,Single,Male,White,2,0,1,0,unmarried_couple,105200,0,0,Top,0.0
3076,1464,3077,0,Single,Female,White,2,0,0,0,unmarried_couple,105200,0,0,Top,0.0
3077,1465,3078,1,Married,Female,White,34,0,1,1,married_couple,86000,1,1,Top,1.0
3078,1465,3079,0,Married,Male,White,27,0,1,1,married_couple,86000,1,1,Top,0.0
3079,1465,3080,0,Single,Female,White,2,0,0,0,married_couple,86000,1,1,Top,0.0
3080,1465,3081,0,Single,Male,White,4,0,0,0,married_couple,86000,1,1,Top,0.0
3081,1466,3082,1,Single,Male,White,31,1,1,1,single_Male_head_of_household,41500,1,0,Top,1.0
3082,1467,3083,1,Single,Male,White,33,1,1,1,single_Male_head_of_household,42100,1,0,Bottom,1.0
3083,1468,3084,1,Single,Female,White,26,1,1,1,unmarried_couple,90600,0,0,Top,1.0
3084,1468,3085,0,Single,Male,Asian,30,0,1,1,unmarried_couple,90600,0,0,Top,1.0
3085,1468,3086,0,Single,Female,White,4,0,0,0,unmarried_couple,90600,0,0,Top,0.0
3086,1469,3087,1,Single,Female,White,32,1,1,1,single_Female_head_of_household,52200,0,0,Top,0.0
3087,1469,3088,0,Single,Female,White,3,0,0,0,single_Female_head_of_household,52200,0,0,Top,0.0
3088,1469,3089,0,Single,Male,White,7,0,0,0,single_Female_head_of_household,52200,0,0,Top,0.0
3089,1470,3090,1,Single,Male,Asian,30,1,1,1,single_Male_head_of_household,40900,1,0,Bottom,1.0
3090,1471,3091,1,Single,Female,White,31,0,1,1,unmarried_couple,96400,0,0,Middle,0.0
3091,1471,3092,0,Single,Male,White,30,1,1,1,unmarried_couple,96400,0,0,Middle,1.0
3092,1472,3093,1,Single,Female,Asian,30,1,1,1,unmarried_couple,113800,0,0,Top,0.0
3093,1472,3094,0,Single,Male,White,32,1,0,1,unmarried_couple,113800,0,0,Top,0.0
3094,1473,3095,1,Single,Male,White,31,1,1,1,single_Male_head_of_household,41700,0,0,Top,0.0
3095,1474,3096,1,Single,Male,White,29,1,0,1,single_Male_head_of_household,48400,0,0,Top,0.0
3096,1475,3097,1,Single,Male,White,34,1,1,1,single_Male_head_of_household,41900,1,0,Top,0.0
3097,1476,3098,1,Single,Male,White,25,0,1,1,single_Male_head_of_household,54300,1,0,Middle,1.0
3098,1476,3099,0,Single,Male,White,3,0,0,0,single_Male_head_of_household,54300,1,0,Middle,0.0
3099,1476,3100,0,Single,Female,White,6,0,1,0,single_Male_head_of_household,54300,1,0,Middle,0.0
3100,1477,3101,1,Single,Female,White,31,1,1,1,unmarried_couple,94400,0,0,Top,0.0
3101,1477,3102,0,Single,Male,White,28,0,1,1,unmarried_couple,94400,0,0,Top,0.0
3102,1478,3103,1,Married,Female,White,26,0,0,1,married_couple,98400,1,1,Bottom,1.0
3103,1478,3104,0,Married,Male,Asian,34,1,0,1,married_couple,98400,1,1,Bottom,0.0
3104,1479,3105,1,Single,Male,White,33,0,1,1,single_Male_head_of_household,59300,1,0,Middle,0.0
3105,1480,3106,1,Single,Female,Asian,31,0,1,1,unmarried_couple,106600,1,0,Top,0.0
3106,1480,3107,0,Single,Male,White,33,1,0,1,unmarried_couple,106600,1,0,Top,0.0
3107,1481,3108,1,Single,Female,Asian,33,1,1,1,single_Female_head_of_household,38700,0,0,Bottom,1.0
3108,1482,3109,1,Single,Female,White,30,0,1,1,unmarried_couple,98600,0,0,Top,0.0
3109,1482,3110,0,Single,Male,Asian,32,0,1,1,unmarried_couple,98600,0,0,Top,0.0
3110,1483,3111,1,Single,Female,White,30,0,1,1,unmarried_couple,79000,1,0,Middle,0.0
3111,1483,3112,0,Single,Male,Black,33,1,1,1,unmarried_couple,79000,1,0,Middle,0.0
3112,1484,3113,1,Married,Female,Asian,30,1,0,1,married_couple,89600,1,1,Top,0.0
3113,1484,3114,0,Married,Male,Black,31,1,0,1,married_couple,89600,1,1,Top,1.0
3114,1484,3115,0,Single,Male,Asian,6,0,0,0,married_couple,89600,1,1,Top,0.0
3115,1485,3116,1,Single,Female,White,27,0,0,1,unmarried_couple,95800,1,0,Top,0.0
3116,1485,3117,0,Single,Male,Black,34,0,1,1,unmarried_couple,95800,1,0,Top,1.0
3117,1485,3118,0,Single,Female,White,2,0,1,0,unmarried_couple,95800,1,0,Top,0.0
3118,1485,3119,0,Single,Female,White,4,0,0,0,unmarried_couple,95800,1,0,Top,0.0
3119,1486,3120,1,Single,Male,Asian,25,0,1,1,single_Male_head_of_household,52100,1,0,Top,0.0
3120,1487,3121,1,Single,Male,Black,34,0,1,1,single_Male_head_of_household,50600,1,0,Top,0.0
3121,1488,3122,1,Married,Female,Asian,30,1,1,1,married_couple,84200,1,1,Bottom,1.0
3122,1488,3123,0,Married,Male,White,30,0,1,1,married_couple,84200,1,1,Bottom,0.0
3123,1489,3124,1,Single,Male,White,30,0,0,1,single_Male_head_of_household,56700,1,0,Top,0.0
3124,1490,3125,1,Single,Female,White,30,0,1,1,unmarried_couple,94000,0,0,Top,1.0
3125,1490,3126,0,Single,Male,Asian,29,0,1,1,unmarried_couple,94000,0,0,Top,0.0
3126,1490,3127,0,Single,Male,White,2,0,1,0,unmarried_couple,94000,0,0,Top,0.0
3127,1491,3128,1,Single,Male,Asian,33,1,0,1,single_Male_head_of_household,58600,1,0,Middle,0.0
3128,1492,3129,1,Married,Female,White,28,1,1,1,married_couple,102400,1,1,Top,0.0
3129,1492,3130,0,Married,Male,Black,30,1,1,1,married_couple,102400,1,1,Top,0.0
3130,1493,3131,1,Married,Female,White,30,0,1,1,married_couple,110800,0,1,Top,1.0
3131,1493,3132,0,Married,Male,White,29,1,1,1,married_couple,110800,0,1,Top,0.0
3132,1494,3133,1,Married,Female,White,32,0,1,1,married_couple,94800,1,1,Top,0.0
3133,1494,3134,0,Married,Male,White,28,0,1,1,married_couple,94800,1,1,Top,0.0
3134,1494,3135,0,Single,Male,White,5,0,1,0,married_couple,94800,1,1,Top,0.0
3135,1495,3136,1,Single,Male,White,30,1,1,1,single_Male_head_of_household,48900,1,0,Top,1.0
3136,1496,3137,1,Single,Female,White,32,1,1,1,unmarried_couple,94600,1,0,Top,1.0
3137,1496,3138,0,Single,Male,Asian,31,1,0,1,unmarried_couple,94600,1,0,Top,0.0
3138,1497,3139,1,Single,Female,Asian,30,0,0,1,unmarried_couple,91800,0,0,Top,1.0
3139,1497,3140,0,Single,Male,White,32,0,1,1,unmarried_couple,91800,0,0,Top,1.0
3140,1497,3141,0,Single,Male,Asian,2,0,1,0,unmarried_couple,91800,0,0,Top,0.0
3141,1497,3142,0,Single,Male,Asian,6,0,0,0,unmarried_couple,91800,0,0,Top,0.0
3142,1498,3143,1,Single,Female,White,27,0,1,1,unmarried_couple,90200,1,0,Middle,0.0
3143,1498,3144,0,Single,Male,Asian,34,0,1,1,unmarried_couple,90200,1,0,Middle,0.0
3144,1499,3145,1,Single,Male,Asian,32,0,1,1,single_Male_head_of_household,51000,0,0,Middle,0.0
3145,1499,3146,0,Single,Female,Asian,7,0,0,0,single_Male_head_of_household,51000,0,0,Middle,0.0
3146,1499,3147,0,Single,Female,Asian,7,0,0,0,single_Male_head_of_household,51000,0,0,Middle,0.0
3147,1500,3148,1,Single,Male,White,33,0,1,1,single_Male_head_of_household,41100,0,0,Top,0.0
3148,1501,3149,1,Married,Female,White,28,1,0,1,married_couple,87200,1,1,Top,1.0
3149,1501,3150,0,Married,Male,Black,34,1,1,1,married_couple,87200,1,1,Top,1.0
3150,1501,3151,0,Single,Male,White,5,0,0,0,married_couple,87200,1,1,Top,0.0
3151,1502,3152,1,Single,Female,White,34,1,0,1,single_Female_head_of_household,48600,1,0,Top,0.0
3152,1502,3153,0,Single,Male,White,4,0,0,0,single_Female_head_of_household,48600,1,0,Top,0.0
3153,1503,3154,1,Single,Male,White,30,1,0,1,single_Male_head_of_household,55100,0,0,Top,0.0
3154,1504,3155,1,Single,Female,White,31,0,1,1,unmarried_couple,113000,1,0,Top,0.0
3155,1504,3156,0,Single,Male,White,31,1,1,1,unmarried_couple,113000,1,0,Top,1.0
3156,1505,3157,1,Single,Female,White,25,1,1,1,unmarried_couple,116400,1,0,Middle,0.0
3157,1505,3158,0,Single,Male,White,33,1,1,1,unmarried_couple,116400,1,0,Middle,1.0
3158,1505,3159,0,Single,Female,White,3,0,1,0,unmarried_couple,116400,1,0,Middle,0.0
3159,1506,3160,1,Married,Female,Black,29,1,0,1,married_couple,98400,1,1,Bottom,0.0
3160,1506,3161,0,Married,Male,White,32,1,1,1,married_couple,98400,1,1,Bottom,0.0
3161,1507,3162,1,Single,Male,White,33,1,1,1,single_Male_head_of_household,47400,1,0,Top,0.0
3162,1508,3163,1,Married,Female,White,31,1,1,1,married_couple,99200,0,1,Middle,1.0
3163,1508,3164,0,Married,Male,White,32,1,0,1,married_couple,99200,0,1,Middle,1.0
3164,1509,3165,1,Single,Male,White,28,0,1,1,single_Male_head_of_household,45000,1,0,Top,1.0
3165,1510,3166,1,Single,Female,White,26,0,0,1,unmarried_couple,95000,1,0,Top,0.0
3166,1510,3167,0,Single,Male,Black,30,1,0,1,unmarried_couple,95000,1,0,Top,0.0
3167,1511,3168,1,Single,Male,White,25,1,1,1,single_Male_head_of_household,54100,1,0,Middle,0.0
3168,1512,3169,1,Single,Female,White,31,1,0,1,unmarried_couple,106000,1,0,Top,0.0
3169,1512,3170,0,Single,Male,Asian,31,0,1,1,unmarried_couple,106000,1,0,Top,1.0
3170,1512,3171,0,Single,Male,White,5,0,1,0,unmarried_couple,106000,1,0,Top,0.0
3171,1513,3172,1,Single,Female,Asian,34,1,1,1,single_Female_head_of_household,52900,1,0,Top,1.0
3172,1514,3173,1,Single,Female,White,33,1,1,1,single_Female_head_of_household,48400,0,0,Top,0.0
3173,1515,3174,1,Married,Female,White,30,0,1,1,married_couple,95000,0,1,Middle,1.0
3174,1515,3175,0,Married,Male,Asian,31,1,1,1,married_couple,95000,0,1,Middle,1.0
3175,1515,3176,0,Single,Female,White,5,0,1,0,married_couple,95000,0,1,Middle,0.0
3176,1516,3177,1,Single,Female,White,27,0,1,1,unmarried_couple,79400,1,0,Top,0.0
3177,1516,3178,0,Single,Male,White,34,1,1,1,unmarried_couple,79400,1,0,Top,0.0
3178,1517,3179,1,Single,Female,White,32,0,1,1,unmarried_couple,97600,0,0,Top,1.0
3179,1517,3180,0,Single,Male,Asian,32,1,1,1,unmarried_couple,97600,0,0,Top,0.0
3180,1517,3181,0,Single,Male,White,3,0,0,0,unmarried_couple,97600,0,0,Top,0.0
3181,1518,3182,1,Married,Female,Black,30,1,0,1,married_couple,112200,1,1,Top,0.0
3182,1518,3183,0,Married,Male,White,32,0,0,1,married_couple,112200,1,1,Top,0.0
3183,1519,3184,1,Single,Female,White,26,0,1,1,unmarried_couple,94200,1,0,Bottom,0.0
3184,1519,3185,0,Single,Male,Asian,30,0,0,1,unmarried_couple,94200,1,0,Bottom,1.0
3185,1519,3186,0,Single,Male,White,6,0,1,0,unmarried_couple,94200,1,0,Bottom,0.0
3186,1520,3187,1,Single,Female,Asian,30,1,1,1,unmarried_couple,114400,1,0,Top,0.0
3187,1520,3188,0,Single,Male,White,32,0,1,1,unmarried_couple,114400,1,0,Top,1.0
3188,1520,3189,0,Single,Female,Asian,6,0,0,0,unmarried_couple,114400,1,0,Top,0.0
3189,1521,3190,1,Single,Female,White,26,1,1,1,unmarried_couple,109800,0,0,Top,0.0
3190,1521,3191,0,Single,Male,Asian,28,1,1,1,unmarried_couple,109800,0,0,Top,1.0
3191,1522,3192,1,Single,Female,Black,28,0,1,1,single_Female_head_of_household,56300,0,0,Bottom,1.0
3192,1523,3193,1,Married,Female,Asian,34,1,0,1,married_couple,97000,1,1,Middle,1.0
3193,1523,3194,0,Married,Male,Black,32,0,0,1,married_couple,97000,1,1,Middle,1.0
3194,1523,3195,0,Single,Female,Asian,6,0,1,0,married_couple,97000,1,1,Middle,0.0
3195,1524,3196,1,Single,Female,Asian,34,0,1,1,unmarried_couple,105600,0,0,Top,0.0
3196,1524,3197,0,Single,Male,Asian,34,1,1,1,unmarried_couple,105600,0,0,Top,0.0
3197,1525,3198,1,Married,Female,Black,26,1,1,1,married_couple,100400,1,1,Middle,1.0
3198,1525,3199,0,Married,Male,White,26,1,1,1,married_couple,100400,1,1,Middle,1.0
3199,1525,3200,0,Single,Female,Black,3,0,1,0,married_couple,100400,1,1,Middle,0.0
3200,1526,3201,1,Single,Male,White,27,1,1,1,single_Male_head_of_household,52100,1,0,Middle,0.0
3201,1527,3202,1,Single,Female,White,34,0,1,1,unmarried_couple,90800,1,0,Top,0.0
3202,1527,3203,0,Single,Male,Asian,33,1,1,1,unmarried_couple,90800,1,0,Top,0.0
3203,1527,3204,0,Single,Female,White,4,0,1,0,unmarried_couple,90800,1,0,Top,0.0
3204,1528,3205,1,Single,Female,White,32,1,0,1,unmarried_couple,86400,1,0,Middle,0.0
3205,1528,3206,0,Single,Male,White,33,1,0,1,unmarried_couple,86400,1,0,Middle,0.0
3206,1528,3207,0,Single,Male,White,6,0,0,0,unmarried_couple,86400,1,0,Middle,0.0
3207,1529,3208,1,Married,Female,White,28,1,1,1,married_couple,119000,1,1,Bottom,1.0
3208,1529,3209,0,Married,Male,Black,28,1,1,1,married_couple,119000,1,1,Bottom,1.0
3209,1529,3210,0,Single,Male,White,7,0,1,0,married_couple,119000,1,1,Bottom,0.0
3210,1529,3211,0,Single,Male,White,5,0,1,0,married_couple,119000,1,1,Bottom,0.0
3211,1530,3212,1,Married,Female,Asian,28,0,0,1,married_couple,84000,1,1,Middle,0.0
3212,1530,3213,0,Married,Male,White,33,0,1,1,married_couple,84000,1,1,Middle,1.0
3213,1530,3214,0,Single,Female,Asian,7,0,1,0,married_couple,84000,1,1,Middle,0.0
3214,1530,3215,0,Single,Female,Asian,4,0,1,0,married_couple,84000,1,1,Middle,0.0
3215,1531,3216,1,Single,Male,White,25,1,1,1,single_Male_head_of_household,41300,1,0,Middle,1.0
3216,1532,3217,1,Single,Female,White,30,0,0,1,single_Female_head_of_household,53900,1,0,Bottom,0.0
3217,1532,3218,0,Single,Male,White,4,0,1,0,single_Female_head_of_household,53900,1,0,Bottom,0.0
3218,1533,3219,1,Married,Female,White,28,1,1,1,married_couple,106000,1,1,Top,1.0
3219,1533,3220,0,Married,Male,Asian,32,1,0,1,married_couple,106000,1,1,Top,1.0
3220,1534,3221,1,Single,Male,White,30,1,1,1,single_Male_head_of_household,42700,1,0,Top,0.0
3221,1535,3222,1,Single,Female,Black,33,1,0,1,unmarried_couple,117600,1,0,Bottom,0.0
3222,1535,3223,0,Single,Male,White,30,1,1,1,unmarried_couple,117600,1,0,Bottom,1.0
3223,1535,3224,0,Single,Female,Black,2,0,1,0,unmarried_couple,117600,1,0,Bottom,0.0
3224,1535,3225,0,Single,Female,Black,7,0,1,0,unmarried_couple,117600,1,0,Bottom,0.0
3225,1536,3226,1,Single,Female,Asian,31,0,1,1,unmarried_couple,121200,0,0,Middle,0.0
3226,1536,3227,0,Single,Male,White,30,0,0,1,unmarried_couple,121200,0,0,Middle,0.0
3227,1537,3228,1,Single,Female,White,31,1,1,1,unmarried_couple,109600,1,0,Bottom,0.0
3228,1537,3229,0,Single,Male,Asian,32,1,0,1,unmarried_couple,109600,1,0,Bottom,0.0
3229,1538,3230,1,Single,Male,White,34,0,1,1,single_Male_head_of_household,44900,1,0,Middle,1.0
3230,1539,3231,1,Single,Male,White,30,0,0,1,single_Male_head_of_household,45400,1,0,Top,0.0
3231,1540,3232,1,Married,Female,White,34,1,1,1,married_couple,107600,1,1,Top,0.0
3232,1540,3233,0,Married,Male,White,30,1,0,1,married_couple,107600,1,1,Top,0.0
3233,1540,3234,0,Single,Female,White,5,0,1,0,married_couple,107600,1,1,Top,0.0
3234,1541,3235,1,Married,Female,White,28,1,1,1,married_couple,95400,0,1,Middle,1.0
3235,1541,3236,0,Married,Male,White,25,1,0,1,married_couple,95400,0,1,Middle,0.0
3236,1541,3237,0,Single,Male,White,4,0,1,0,married_couple,95400,0,1,Middle,0.0
3237,1542,3238,1,Single,Male,Black,31,0,0,1,single_Male_head_of_household,56600,1,0,Top,0.0
3238,1543,3239,1,Single,Female,White,32,1,1,1,unmarried_couple,109800,1,0,Top,0.0
3239,1543,3240,0,Single,Male,White,33,0,1,1,unmarried_couple,109800,1,0,Top,0.0
3240,1543,3241,0,Single,Male,White,2,0,1,0,unmarried_couple,109800,1,0,Top,0.0
3241,1544,3242,1,Single,Male,White,34,1,0,1,single_Male_head_of_household,41300,1,0,Top,0.0
3242,1545,3243,1,Single,Female,Black,29,1,1,1,unmarried_couple,103600,1,0,Top,1.0
3243,1545,3244,0,Single,Male,Asian,34,1,1,1,unmarried_couple,103600,1,0,Top,1.0
3244,1545,3245,0,Single,Male,Black,4,0,1,0,unmarried_couple,103600,1,0,Top,0.0
3245,1546,3246,1,Single,Female,Black,27,1,1,1,unmarried_couple,94400,0,0,Middle,1.0
3246,1546,3247,0,Single,Male,White,33,0,0,1,unmarried_couple,94400,0,0,Middle,0.0
3247,1546,3248,0,Single,Female,Black,7,0,0,0,unmarried_couple,94400,0,0,Middle,0.0
3248,1547,3249,1,Single,Male,White,34,1,1,1,single_Male_head_of_household,45700,0,0,Top,0.0
3249,1548,3250,1,Married,Female,White,29,1,1,1,married_couple,96600,1,1,Top,0.0
3250,1548,3251,0,Married,Male,White,29,1,1,1,married_couple,96600,1,1,Top,0.0
3251,1549,3252,1,Married,Female,White,33,0,0,1,married_couple,90800,0,1,Top,0.0
3252,1549,3253,0,Married,Male,Black,29,1,0,1,married_couple,90800,0,1,Top,0.0
3253,1550,3254,1,Single,Male,White,33,0,0,1,single_Male_head_of_household,54100,1,0,Top,0.0
3254,1551,3255,1,Single,Female,Asian,27,0,1,1,unmarried_couple,94000,1,0,Bottom,1.0
3255,1551,3256,0,Single,Male,White,30,1,1,1,unmarried_couple,94000,1,0,Bottom,1.0
3256,1551,3257,0,Single,Male,Asian,4,0,1,0,unmarried_couple,94000,1,0,Bottom,0.0
3257,1552,3258,1,Single,Female,White,32,1,0,1,unmarried_couple,88000,0,0,Middle,0.0
3258,1552,3259,0,Single,Male,White,33,0,1,1,unmarried_couple,88000,0,0,Middle,1.0
3259,1552,3260,0,Single,Male,White,3,0,0,0,unmarried_couple,88000,0,0,Middle,0.0
3260,1552,3261,0,Single,Male,White,4,0,1,0,unmarried_couple,88000,0,0,Middle,0.0
3261,1553,3262,1,Married,Female,White,31,1,0,1,married_couple,107000,1,1,Top,0.0
3262,1553,3263,0,Married,Male,White,33,1,1,1,married_couple,107000,1,1,Top,0.0
3263,1553,3264,0,Single,Male,White,6,0,0,0,married_couple,107000,1,1,Top,0.0
3264,1554,3265,1,Married,Female,White,32,0,1,1,married_couple,89600,1,1,Top,0.0
3265,1554,3266,0,Married,Male,White,32,0,0,1,married_couple,89600,1,1,Top,0.0
3266,1555,3267,1,Single,Male,White,26,0,1,1,single_Male_head_of_household,50800,1,0,Top,0.0
3267,1556,3268,1,Single,Female,Asian,30,1,1,1,unmarried_couple,117400,1,0,Top,1.0
3268,1556,3269,0,Single,Male,White,29,0,1,1,unmarried_couple,117400,1,0,Top,0.0
3269,1557,3270,1,Single,Female,White,32,0,0,1,single_Female_head_of_household,48300,0,0,Top,0.0
3270,1558,3271,1,Married,Female,Black,33,1,0,1,married_couple,93400,1,1,Bottom,1.0
3271,1558,3272,0,Married,Male,Asian,33,0,1,1,married_couple,93400,1,1,Bottom,1.0
3272,1558,3273,0,Single,Female,Black,4,0,0,0,married_couple,93400,1,1,Bottom,0.0
3273,1559,3274,1,Single,Female,Black,32,0,1,1,unmarried_couple,100400,1,0,Middle,1.0
3274,1559,3275,0,Single,Male,White,34,0,1,1,unmarried_couple,100400,1,0,Middle,0.0
3275,1560,3276,1,Single,Female,White,33,0,1,1,single_Female_head_of_household,48600,1,0,Top,0.0
3276,1561,3277,1,Single,Female,White,32,1,0,1,unmarried_couple,105400,1,0,Top,0.0
3277,1561,3278,0,Single,Male,Black,26,1,1,1,unmarried_couple,105400,1,0,Top,0.0
3278,1561,3279,0,Single,Male,White,2,0,1,0,unmarried_couple,105400,1,0,Top,0.0
3279,1562,3280,1,Married,Female,White,31,0,1,1,married_couple,96800,1,1,Top,1.0
3280,1562,3281,0,Married,Male,Asian,32,0,0,1,married_couple,96800,1,1,Top,0.0
3281,1563,3282,1,Single,Female,White,31,0,0,1,unmarried_couple,104000,0,0,Top,0.0
3282,1563,3283,0,Single,Male,Asian,25,1,0,1,unmarried_couple,104000,0,0,Top,0.0
3283,1564,3284,1,Single,Female,White,26,0,0,1,unmarried_couple,93000,1,0,Top,0.0
3284,1564,3285,0,Single,Male,White,34,0,1,1,unmarried_couple,93000,1,0,Top,0.0
3285,1565,3286,1,Single,Female,White,25,0,0,1,unmarried_couple,100600,1,0,Top,0.0
3286,1565,3287,0,Single,Male,White,32,1,1,1,unmarried_couple,100600,1,0,Top,0.0
3287,1566,3288,1,Single,Female,White,27,0,1,1,unmarried_couple,85800,0,0,Bottom,1.0
3288,1566,3289,0,Single,Male,White,32,0,1,1,unmarried_couple,85800,0,0,Bottom,1.0
3289,1566,3290,0,Single,Female,White,6,0,1,0,unmarried_couple,85800,0,0,Bottom,0.0
3290,1567,3291,1,Married,Female,White,27,0,1,1,married_couple,94800,0,1,Top,1.0
3291,1567,3292,0,Married,Male,White,33,0,1,1,married_couple,94800,0,1,Top,1.0
3292,1567,3293,0,Single,Male,White,6,0,1,0,married_couple,94800,0,1,Top,0.0
3293,1568,3294,1,Married,Female,White,32,1,1,1,married_couple,120000,1,1,Top,0.0
3294,1568,3295,0,Married,Male,Black,33,1,1,1,married_couple,120000,1,1,Top,0.0
3295,1569,3296,1,Single,Female,White,31,0,0,1,unmarried_couple,115600,0,0,Top,1.0
3296,1569,3297,0,Single,Male,White,33,1,0,1,unmarried_couple,115600,0,0,Top,0.0
3297,1569,3298,0,Single,Male,White,2,0,1,0,unmarried_couple,115600,0,0,Top,0.0
3298,1570,3299,1,Single,Female,White,30,0,1,1,unmarried_couple,117000,0,0,Middle,1.0
3299,1570,3300,0,Single,Male,White,31,1,1,1,unmarried_couple,117000,0,0,Middle,1.0
3300,1570,3301,0,Single,Male,White,5,0,0,0,unmarried_couple,117000,0,0,Middle,0.0
3301,1570,3302,0,Single,Female,White,5,0,0,0,unmarried_couple,117000,0,0,Middle,0.0
3302,1571,3303,1,Single,Female,Asian,34,1,0,1,unmarried_couple,103200,0,0,Bottom,0.0
3303,1571,3304,0,Single,Male,White,34,0,0,1,unmarried_couple,103200,0,0,Bottom,0.0
3304,1572,3305,1,Single,Female,Asian,31,0,1,1,unmarried_couple,82000,0,0,Middle,0.0
3305,1572,3306,0,Single,Male,White,30,1,0,1,unmarried_couple,82000,0,0,Middle,1.0
3306,1572,3307,0,Single,Male,Asian,2,0,0,0,unmarried_couple,82000,0,0,Middle,0.0
3307,1573,3308,1,Single,Male,White,27,0,1,1,single_Male_head_of_household,54200,0,0,Middle,1.0
3308,1574,3309,1,Single,Male,Asian,31,0,1,1,single_Male_head_of_household,53500,1,0,Top,1.0
3309,1575,3310,1,Single,Female,White,26,0,1,1,unmarried_couple,90600,0,0,Middle,1.0
3310,1575,3311,0,Single,Male,Black,29,1,1,1,unmarried_couple,90600,0,0,Middle,0.0
3311,1575,3312,0,Single,Female,White,2,0,0,0,unmarried_couple,90600,0,0,Middle,0.0
3312,1576,3313,1,Single,Female,Asian,32,0,1,1,single_Female_head_of_household,53700,0,0,Middle,0.0
3313,1576,3314,0,Single,Male,Asian,7,0,1,0,single_Female_head_of_household,53700,0,0,Middle,0.0
3314,1577,3315,1,Single,Male,Asian,26,1,1,1,single_Male_head_of_household,50300,0,0,Top,1.0
3315,1578,3316,1,Single,Male,White,25,0,1,1,single_Male_head_of_household,59400,1,0,Bottom,0.0
3316,1579,3317,1,Single,Male,White,34,0,1,1,single_Male_head_of_household,48100,1,0,Top,0.0
3317,1580,3318,1,Single,Female,White,28,1,0,1,unmarried_couple,97000,1,0,Top,0.0
3318,1580,3319,0,Single,Male,White,28,1,0,1,unmarried_couple,97000,1,0,Top,0.0
3319,1581,3320,1,Single,Female,Asian,28,0,1,1,unmarried_couple,91600,1,0,Bottom,0.0
3320,1581,3321,0,Single,Male,White,30,0,1,1,unmarried_couple,91600,1,0,Bottom,1.0
3321,1582,3322,1,Single,Female,White,32,1,0,1,unmarried_couple,97000,0,0,Middle,0.0
3322,1582,3323,0,Single,Male,Asian,25,0,1,1,unmarried_couple,97000,0,0,Middle,0.0
3323,1583,3324,1,Single,Female,White,30,1,1,1,unmarried_couple,101800,0,0,Top,0.0
3324,1583,3325,0,Single,Male,White,32,0,1,1,unmarried_couple,101800,0,0,Top,0.0
3325,1584,3326,1,Single,Male,Asian,30,0,0,1,single_Male_head_of_household,53000,0,0,Top,1.0
3326,1584,3327,0,Single,Female,Asian,3,0,1,0,single_Male_head_of_household,53000,0,0,Top,0.0
3327,1584,3328,0,Single,Male,Asian,5,0,1,0,single_Male_head_of_household,53000,0,0,Top,0.0
3328,1585,3329,1,Single,Male,White,34,1,0,1,single_Male_head_of_household,44700,0,0,Bottom,1.0
3329,1586,3330,1,Single,Female,Asian,33,1,0,1,unmarried_couple,99200,0,0,Bottom,0.0
3330,1586,3331,0,Single,Male,White,33,1,1,1,unmarried_couple,99200,0,0,Bottom,0.0
3331,1587,3332,1,Single,Male,White,30,0,1,1,single_Male_head_of_household,55200,1,0,Bottom,1.0
3332,1587,3333,0,Single,Male,White,4,0,1,0,single_Male_head_of_household,55200,1,0,Bottom,0.0
3333,1587,3334,0,Single,Female,White,4,0,0,0,single_Male_head_of_household,55200,1,0,Bottom,0.0
3334,1588,3335,1,Married,Female,White,25,0,0,1,married_couple,95200,1,1,Top,1.0
3335,1588,3336,0,Married,Male,Asian,34,0,1,1,married_couple,95200,1,1,Top,0.0
3336,1588,3337,0,Single,Female,White,6,0,0,0,married_couple,95200,1,1,Top,0.0
3337,1589,3338,1,Single,Female,White,33,1,1,1,single_Female_head_of_household,47300,0,0,Bottom,0.0
3338,1589,3339,0,Single,Female,White,3,0,1,0,single_Female_head_of_household,47300,0,0,Bottom,0.0
